City,Bureau of Meteorology station number,Year,Month,Day,Date,Latitude,Longitude,Maximum temperature (Degree C),Minimum temperature (Degree C),Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres)
Sydney,66214,2020,7,5,2020-07-05 00:00:00 UTC,-33.86,151.21,19.1,8.5,11.1,0.2
Brisbane,40913,2020,7,5,2020-07-05 00:00:00 UTC,-27.48,153.04,21.1,7.6,14.0,0.0
Perth,9225,2020,7,5,2020-07-05 00:00:00 UTC,-31.96,115.79,23.1,10.4,9.7,0.0
Adelaide,23000,2020,7,5,2020-07-05 00:00:00 UTC,-34.92,138.6,15.2,9.1,8.8,0.0
Melbourne,86338,2020,7,5,2020-07-05 00:00:00 UTC,-37.83,144.98,12.5,8.9,6.5,4.6
Sydney,66214,2020,7,4,2020-07-04 00:00:00 UTC,-33.86,151.21,17.1,8.7,10.6,1.6
Brisbane,40913,2020,7,4,2020-07-04 00:00:00 UTC,-27.48,153.04,20.7,11.7,14.2,0.0
Perth,9225,2020,7,4,2020-07-04 00:00:00 UTC,-31.96,115.79,22.3,12.3,11.7,0.0
Adelaide,23000,2020,7,4,2020-07-04 00:00:00 UTC,-34.92,138.6,15.2,7.9,8.1,1.6
Melbourne,86338,2020,7,4,2020-07-04 00:00:00 UTC,-37.83,144.98,14.5,6.5,5.7,7.8
Sydney,66214,2020,7,3,2020-07-03 00:00:00 UTC,-33.86,151.21,18.7,10.4,11.2,0.0
Brisbane,40913,2020,7,3,2020-07-03 00:00:00 UTC,-27.48,153.04,24.8,11.7,14.0,0.0
Perth,9225,2020,7,3,2020-07-03 00:00:00 UTC,-31.96,115.79,19.5,7.1,12.1,0.0
Adelaide,23000,2020,7,3,2020-07-03 00:00:00 UTC,-34.92,138.6,13.9,9.2,8.3,3.0
Melbourne,86338,2020,7,3,2020-07-03 00:00:00 UTC,-37.83,144.98,10.3,7.7,4.1,0.0
Sydney,66214,2020,7,2,2020-07-02 00:00:00 UTC,-33.86,151.21,22.9,11.2,11.1,NaN
Brisbane,40913,2020,7,2,2020-07-02 00:00:00 UTC,-27.48,153.04,23.4,10.9,13.3,NaN
Perth,9225,2020,7,2,2020-07-02 00:00:00 UTC,-31.96,115.79,17.8,4.3,12.1,NaN
Adelaide,23000,2020,7,2,2020-07-02 00:00:00 UTC,-34.92,138.6,14.2,9.7,8.9,6.2
Melbourne,86338,2020,7,2,2020-07-02 00:00:00 UTC,-37.83,144.98,15.1,10.2,7.3,1.2
Sydney,66214,2020,7,1,2020-07-01 00:00:00 UTC,-33.86,151.21,22.8,7.9,11.1,0.0
Brisbane,40913,2020,7,1,2020-07-01 00:00:00 UTC,-27.48,153.04,22.5,11.3,13.4,0.0
Perth,9225,2020,7,1,2020-07-01 00:00:00 UTC,-31.96,115.79,16.3,12.0,8.4,3.0
Adelaide,23000,2020,7,1,2020-07-01 00:00:00 UTC,-34.92,138.6,20.2,10.3,9.0,0.0
Melbourne,86338,2020,7,1,2020-07-01 00:00:00 UTC,-37.83,144.98,17.4,9.8,9.1,0.0
Sydney,66214,2020,6,30,2020-06-30 00:00:00 UTC,-33.86,151.21,18.8,8.5,10.1,1.8
Brisbane,40913,2020,6,30,2020-06-30 00:00:00 UTC,-27.48,153.04,22.2,10.3,11.6,0.0
Perth,9225,2020,6,30,2020-06-30 00:00:00 UTC,-31.96,115.79,19.8,14.5,8.5,1.0
Adelaide,23000,2020,6,30,2020-06-30 00:00:00 UTC,-34.92,138.6,15.8,8.6,10.1,0.0
Melbourne,86338,2020,6,30,2020-06-30 00:00:00 UTC,-37.83,144.98,15.2,3.0,7.7,0.0
Sydney,66214,2020,6,29,2020-06-29 00:00:00 UTC,-33.86,151.21,16.8,9.5,9.2,8.4
Brisbane,40913,2020,6,29,2020-06-29 00:00:00 UTC,-27.48,153.04,22.4,10.9,13.6,0.8
Perth,9225,2020,6,29,2020-06-29 00:00:00 UTC,-31.96,115.79,18.4,13.6,9.3,38.2
Adelaide,23000,2020,6,29,2020-06-29 00:00:00 UTC,-34.92,138.6,14.7,4.2,10.6,0.0
Melbourne,86338,2020,6,29,2020-06-29 00:00:00 UTC,-37.83,144.98,15.4,2.2,9.3,0.0
Sydney,66214,2020,6,28,2020-06-28 00:00:00 UTC,-33.86,151.21,16.2,9.1,8.1,0.2
Brisbane,40913,2020,6,28,2020-06-28 00:00:00 UTC,-27.48,153.04,18.0,14.3,8.6,0.4
Perth,9225,2020,6,28,2020-06-28 00:00:00 UTC,-31.96,115.79,18.8,14.5,4.3,6.0
Adelaide,23000,2020,6,28,2020-06-28 00:00:00 UTC,-34.92,138.6,16.7,5.1,10.5,0.0
Melbourne,86338,2020,6,28,2020-06-28 00:00:00 UTC,-37.83,144.98,12.5,1.7,9.3,0.2
Sydney,66214,2020,6,27,2020-06-27 00:00:00 UTC,-33.86,151.21,16.6,9.5,7.9,1.2
Brisbane,40913,2020,6,27,2020-06-27 00:00:00 UTC,-27.48,153.04,23.6,10.5,13.9,0.0
Perth,9225,2020,6,27,2020-06-27 00:00:00 UTC,-31.96,115.79,19.8,12.6,9.6,3.8
Adelaide,23000,2020,6,27,2020-06-27 00:00:00 UTC,-34.92,138.6,16.9,5.2,10.5,0.0
Melbourne,86338,2020,6,27,2020-06-27 00:00:00 UTC,-37.83,144.98,13.1,6.2,7.9,0.0
Sydney,66214,2020,6,26,2020-06-26 00:00:00 UTC,-33.86,151.21,19.3,8.5,10.8,0.0
Brisbane,40913,2020,6,26,2020-06-26 00:00:00 UTC,-27.48,153.04,22.9,9.7,13.7,0.0
Perth,9225,2020,6,26,2020-06-26 00:00:00 UTC,-31.96,115.79,21.3,8.8,11.4,0.0
Adelaide,23000,2020,6,26,2020-06-26 00:00:00 UTC,-34.92,138.6,15.9,8.4,9.1,0.2
Melbourne,86338,2020,6,26,2020-06-26 00:00:00 UTC,-37.83,144.98,13.8,7.9,8.8,1.2
Sydney,66214,2020,6,25,2020-06-25 00:00:00 UTC,-33.86,151.21,19.7,9.5,11.0,0.0
Brisbane,40913,2020,6,25,2020-06-25 00:00:00 UTC,-27.48,153.04,21.5,9.6,13.9,0.0
Perth,9225,2020,6,25,2020-06-25 00:00:00 UTC,-31.96,115.79,20.5,4.2,11.4,0.0
Adelaide,23000,2020,6,25,2020-06-25 00:00:00 UTC,-34.92,138.6,16.7,8.9,8.5,0.0
Melbourne,86338,2020,6,25,2020-06-25 00:00:00 UTC,-37.83,144.98,15.9,10.2,5.0,0.0
Sydney,66214,2020,6,24,2020-06-24 00:00:00 UTC,-33.86,151.21,18.8,7.8,9.0,0.0
Brisbane,40913,2020,6,24,2020-06-24 00:00:00 UTC,-27.48,153.04,20.3,10.5,13.9,0.0
Perth,9225,2020,6,24,2020-06-24 00:00:00 UTC,-31.96,115.79,19.6,8.2,9.9,1.8
Adelaide,23000,2020,6,24,2020-06-24 00:00:00 UTC,-34.92,138.6,14.6,10.4,6.8,3.0
Melbourne,86338,2020,6,24,2020-06-24 00:00:00 UTC,-37.83,144.98,14.9,10.1,8.0,0.4
Sydney,66214,2020,6,23,2020-06-23 00:00:00 UTC,-33.86,151.21,17.4,7.8,10.9,0.0
Brisbane,40913,2020,6,23,2020-06-23 00:00:00 UTC,-27.48,153.04,20.1,9.1,13.8,0.0
Perth,9225,2020,6,23,2020-06-23 00:00:00 UTC,-31.96,115.79,20.1,14.8,11.6,8.2
Adelaide,23000,2020,6,23,2020-06-23 00:00:00 UTC,-34.92,138.6,13.8,11.0,6.6,5.8
Melbourne,86338,2020,6,23,2020-06-23 00:00:00 UTC,-37.83,144.98,14.4,9.0,8.4,2.2
Sydney,66214,2020,6,22,2020-06-22 00:00:00 UTC,-33.86,151.21,17.8,9.1,8.9,0.6
Brisbane,40913,2020,6,22,2020-06-22 00:00:00 UTC,-27.48,153.04,20.9,11.5,13.9,1.6
Perth,9225,2020,6,22,2020-06-22 00:00:00 UTC,-31.96,115.79,21.5,10.6,6.7,0.0
Adelaide,23000,2020,6,22,2020-06-22 00:00:00 UTC,-34.92,138.6,14.5,8.6,7.9,13.0
Melbourne,86338,2020,6,22,2020-06-22 00:00:00 UTC,-37.83,144.98,13.0,8.1,5.5,0.0
Sydney,66214,2020,6,21,2020-06-21 00:00:00 UTC,-33.86,151.21,19.3,9.3,7.8,5.8
Brisbane,40913,2020,6,21,2020-06-21 00:00:00 UTC,-27.48,153.04,22.5,14.1,13.6,2.8
Perth,9225,2020,6,21,2020-06-21 00:00:00 UTC,-31.96,115.79,23.0,6.1,11.9,0.0
Adelaide,23000,2020,6,21,2020-06-21 00:00:00 UTC,-34.92,138.6,14.6,9.6,9.9,14.6
Melbourne,86338,2020,6,21,2020-06-21 00:00:00 UTC,-37.83,144.98,12.0,6.9,4.9,0.0
Sydney,66214,2020,6,20,2020-06-20 00:00:00 UTC,-33.86,151.21,21.8,9.0,10.7,0.0
Brisbane,40913,2020,6,20,2020-06-20 00:00:00 UTC,-27.48,153.04,19.2,13.1,9.3,1.8
Perth,9225,2020,6,20,2020-06-20 00:00:00 UTC,-31.96,115.79,18.7,3.4,11.9,0.0
Adelaide,23000,2020,6,20,2020-06-20 00:00:00 UTC,-34.92,138.6,14.8,9.7,7.7,1.8
Melbourne,86338,2020,6,20,2020-06-20 00:00:00 UTC,-37.83,144.98,16.9,12.8,8.5,1.4
Sydney,66214,2020,6,19,2020-06-19 00:00:00 UTC,-33.86,151.21,20.1,9.1,10.7,0.0
Brisbane,40913,2020,6,19,2020-06-19 00:00:00 UTC,-27.48,153.04,21.5,12.9,10.9,5.2
Perth,9225,2020,6,19,2020-06-19 00:00:00 UTC,-31.96,115.79,18.7,8.9,11.2,0.6
Adelaide,23000,2020,6,19,2020-06-19 00:00:00 UTC,-34.92,138.6,16.4,13.0,2.9,0.0
Melbourne,86338,2020,6,19,2020-06-19 00:00:00 UTC,-37.83,144.98,17.8,6.4,8.6,0.0
Sydney,66214,2020,6,18,2020-06-18 00:00:00 UTC,-33.86,151.21,19.9,11.8,9.7,3.2
Brisbane,40913,2020,6,18,2020-06-18 00:00:00 UTC,-27.48,153.04,23.8,15.0,11.2,1.2
Perth,9225,2020,6,18,2020-06-18 00:00:00 UTC,-31.96,115.79,18.2,12.5,10.3,12.6
Adelaide,23000,2020,6,18,2020-06-18 00:00:00 UTC,-34.92,138.6,18.8,11.9,10.3,0.0
Melbourne,86338,2020,6,18,2020-06-18 00:00:00 UTC,-37.83,144.98,16.9,4.6,9.1,0.0
Sydney,66214,2020,6,17,2020-06-17 00:00:00 UTC,-33.86,151.21,17.4,10.7,6.4,0.0
Brisbane,40913,2020,6,17,2020-06-17 00:00:00 UTC,-27.48,153.04,23.3,13.0,13.2,0.0
Perth,9225,2020,6,17,2020-06-17 00:00:00 UTC,-31.96,115.79,22.7,9.2,7.1,0.0
Adelaide,23000,2020,6,17,2020-06-17 00:00:00 UTC,-34.92,138.6,17.1,9.2,7.7,3.8
Melbourne,86338,2020,6,17,2020-06-17 00:00:00 UTC,-37.83,144.98,14.6,10.2,8.5,0.4
Sydney,66214,2020,6,16,2020-06-16 00:00:00 UTC,-33.86,151.21,21.5,10.3,10.9,0.0
Brisbane,40913,2020,6,16,2020-06-16 00:00:00 UTC,-27.48,153.04,23.3,14.6,10.9,0.0
Perth,9225,2020,6,16,2020-06-16 00:00:00 UTC,-31.96,115.79,21.3,11.3,11.9,0.0
Adelaide,23000,2020,6,16,2020-06-16 00:00:00 UTC,-34.92,138.6,16.4,12.5,6.1,1.0
Melbourne,86338,2020,6,16,2020-06-16 00:00:00 UTC,-37.83,144.98,17.9,13.0,6.7,0.0
Sydney,66214,2020,6,15,2020-06-15 00:00:00 UTC,-33.86,151.21,20.6,8.8,11.0,0.0
Brisbane,40913,2020,6,15,2020-06-15 00:00:00 UTC,-27.48,153.04,25.2,15.4,13.1,11.4
Perth,9225,2020,6,15,2020-06-15 00:00:00 UTC,-31.96,115.79,19.9,11.9,6.8,0.2
Adelaide,23000,2020,6,15,2020-06-15 00:00:00 UTC,-34.92,138.6,17.9,9.6,8.9,6.8
Melbourne,86338,2020,6,15,2020-06-15 00:00:00 UTC,-37.83,144.98,18.4,11.6,8.0,0.0
Sydney,66214,2020,6,14,2020-06-14 00:00:00 UTC,-33.86,151.21,21.8,12.6,9.6,10.0
Brisbane,40913,2020,6,14,2020-06-14 00:00:00 UTC,-27.48,153.04,24.8,18.6,5.9,4.0
Perth,9225,2020,6,14,2020-06-14 00:00:00 UTC,-31.96,115.79,21.0,10.1,10.3,3.0
Adelaide,23000,2020,6,14,2020-06-14 00:00:00 UTC,-34.92,138.6,15.3,8.7,4.8,6.8
Melbourne,86338,2020,6,14,2020-06-14 00:00:00 UTC,-37.83,144.98,15.2,10.4,8.0,5.8
Sydney,66214,2020,6,13,2020-06-13 00:00:00 UTC,-33.86,151.21,19.8,11.1,10.0,6.0
Brisbane,40913,2020,6,13,2020-06-13 00:00:00 UTC,-27.48,153.04,24.7,13.4,10.9,0.0
Perth,9225,2020,6,13,2020-06-13 00:00:00 UTC,-31.96,115.79,19.0,8.9,9.3,1.8
Adelaide,23000,2020,6,13,2020-06-13 00:00:00 UTC,-34.92,138.6,15.8,12.6,2.8,0.6
Melbourne,86338,2020,6,13,2020-06-13 00:00:00 UTC,-37.83,144.98,16.4,5.7,3.4,0.0
Sydney,66214,2020,6,12,2020-06-12 00:00:00 UTC,-33.86,151.21,16.2,11.9,4.1,NaN
Brisbane,40913,2020,6,12,2020-06-12 00:00:00 UTC,-27.48,153.04,25.9,13.9,13.9,0.0
Perth,9225,2020,6,12,2020-06-12 00:00:00 UTC,-31.96,115.79,18.3,14.5,8.3,20.6
Adelaide,23000,2020,6,12,2020-06-12 00:00:00 UTC,-34.92,138.6,20.0,6.8,10.2,0.0
Melbourne,86338,2020,6,12,2020-06-12 00:00:00 UTC,-37.83,144.98,15.3,4.2,9.2,0.0
Sydney,66214,2020,6,11,2020-06-11 00:00:00 UTC,-33.86,151.21,NaN,13.4,10.8,7.2
Brisbane,40913,2020,6,11,2020-06-11 00:00:00 UTC,-27.48,153.04,26.1,15.4,12.3,5.4
Perth,9225,2020,6,11,2020-06-11 00:00:00 UTC,-31.96,115.79,21.7,13.8,7.5,9.4
Adelaide,23000,2020,6,11,2020-06-11 00:00:00 UTC,-34.92,138.6,17.4,1.3,10.1,0.0
Melbourne,86338,2020,6,11,2020-06-11 00:00:00 UTC,-37.83,144.98,16.9,4.5,9.1,0.0
Sydney,66214,2020,6,10,2020-06-10 00:00:00 UTC,-33.86,151.21,16.1,11.9,5.8,6.2
Brisbane,40913,2020,6,10,2020-06-10 00:00:00 UTC,-27.48,153.04,23.5,14.9,10.9,7.0
Perth,9225,2020,6,10,2020-06-10 00:00:00 UTC,-31.96,115.79,24.7,7.8,9.5,0.0
Adelaide,23000,2020,6,10,2020-06-10 00:00:00 UTC,-34.92,138.6,15.1,0.9,10.6,0.0
Melbourne,86338,2020,6,10,2020-06-10 00:00:00 UTC,-37.83,144.98,16.7,3.9,8.8,0.0
Sydney,66214,2020,6,9,2020-06-09 00:00:00 UTC,-33.86,151.21,19.8,10.7,10.4,4.8
Brisbane,40913,2020,6,9,2020-06-09 00:00:00 UTC,-27.48,153.04,23.1,10.8,12.1,0.0
Perth,9225,2020,6,9,2020-06-09 00:00:00 UTC,-31.96,115.79,25.4,5.8,12.0,0.0
Adelaide,23000,2020,6,9,2020-06-09 00:00:00 UTC,-34.92,138.6,14.7,1.7,9.9,0.0
Melbourne,86338,2020,6,9,2020-06-09 00:00:00 UTC,-37.83,144.98,15.3,2.0,9.3,0.2
Sydney,66214,2020,6,8,2020-06-08 00:00:00 UTC,-33.86,151.21,17.3,9.2,10.1,19.8
Brisbane,40913,2020,6,8,2020-06-08 00:00:00 UTC,-27.48,153.04,23.6,12.1,13.8,0.0
Perth,9225,2020,6,8,2020-06-08 00:00:00 UTC,-31.96,115.79,24.4,7.4,11.9,0.2
Adelaide,23000,2020,6,8,2020-06-08 00:00:00 UTC,-34.92,138.6,14.3,1.7,10.6,0.0
Melbourne,86338,2020,6,8,2020-06-08 00:00:00 UTC,-37.83,144.98,12.6,4.5,8.8,0.0
Sydney,66214,2020,6,7,2020-06-07 00:00:00 UTC,-33.86,151.21,17.2,8.3,8.2,0.0
Brisbane,40913,2020,6,7,2020-06-07 00:00:00 UTC,-27.48,153.04,23.3,10.9,11.5,0.0
Perth,9225,2020,6,7,2020-06-07 00:00:00 UTC,-31.96,115.79,22.8,15.0,7.4,0.4
Adelaide,23000,2020,6,7,2020-06-07 00:00:00 UTC,-34.92,138.6,13.3,4.2,8.1,0.0
Melbourne,86338,2020,6,7,2020-06-07 00:00:00 UTC,-37.83,144.98,11.8,7.9,6.3,0.0
Sydney,66214,2020,6,6,2020-06-06 00:00:00 UTC,-33.86,151.21,19.7,7.4,11.0,0.0
Brisbane,40913,2020,6,6,2020-06-06 00:00:00 UTC,-27.48,153.04,24.2,10.4,14.1,0.0
Perth,9225,2020,6,6,2020-06-06 00:00:00 UTC,-31.96,115.79,24.7,15.1,7.0,0.0
Adelaide,23000,2020,6,6,2020-06-06 00:00:00 UTC,-34.92,138.6,14.4,4.9,8.9,0.0
Melbourne,86338,2020,6,6,2020-06-06 00:00:00 UTC,-37.83,144.98,13.3,6.0,6.6,0.0
Sydney,66214,2020,6,5,2020-06-05 00:00:00 UTC,-33.86,151.21,19.4,7.1,11.2,0.0
Brisbane,40913,2020,6,5,2020-06-05 00:00:00 UTC,-27.48,153.04,23.8,12.6,11.9,0.0
Perth,9225,2020,6,5,2020-06-05 00:00:00 UTC,-31.96,115.79,24.9,12.6,11.4,0.0
Adelaide,23000,2020,6,5,2020-06-05 00:00:00 UTC,-34.92,138.6,16.1,3.7,10.7,0.2
Melbourne,86338,2020,6,5,2020-06-05 00:00:00 UTC,-37.83,144.98,14.6,4.1,9.4,0.0
Sydney,66214,2020,6,4,2020-06-04 00:00:00 UTC,-33.86,151.21,17.0,10.1,9.8,0.0
Brisbane,40913,2020,6,4,2020-06-04 00:00:00 UTC,-27.48,153.04,21.0,10.3,11.7,0.0
Perth,9225,2020,6,4,2020-06-04 00:00:00 UTC,-31.96,115.79,25.5,10.9,11.1,0.2
Adelaide,23000,2020,6,4,2020-06-04 00:00:00 UTC,-34.92,138.6,16.4,3.6,10.7,0.0
Melbourne,86338,2020,6,4,2020-06-04 00:00:00 UTC,-37.83,144.98,13.8,9.3,9.3,0.0
Sydney,66214,2020,6,3,2020-06-03 00:00:00 UTC,-33.86,151.21,18.7,8.1,11.0,0.2
Brisbane,40913,2020,6,3,2020-06-03 00:00:00 UTC,-27.48,153.04,22.1,9.5,14.2,0.0
Perth,9225,2020,6,3,2020-06-03 00:00:00 UTC,-31.96,115.79,25.1,10.8,12.2,0.0
Adelaide,23000,2020,6,3,2020-06-03 00:00:00 UTC,-34.92,138.6,15.8,11.6,8.7,1.0
Melbourne,86338,2020,6,3,2020-06-03 00:00:00 UTC,-37.83,144.98,14.1,10.5,7.3,0.6
Sydney,66214,2020,6,2,2020-06-02 00:00:00 UTC,-33.86,151.21,14.9,7.8,5.8,4.8
Brisbane,40913,2020,6,2,2020-06-02 00:00:00 UTC,-27.48,153.04,20.6,14.6,14.3,0.0
Perth,9225,2020,6,2,2020-06-02 00:00:00 UTC,-31.96,115.79,21.0,8.9,8.4,0.0
Adelaide,23000,2020,6,2,2020-06-02 00:00:00 UTC,-34.92,138.6,16.7,9.8,8.2,0.4
Melbourne,86338,2020,6,2,2020-06-02 00:00:00 UTC,-37.83,144.98,15.6,8.4,4.9,11.6
Sydney,66214,2020,6,1,2020-06-01 00:00:00 UTC,-33.86,151.21,22.6,14.4,11.4,0.0
Brisbane,40913,2020,6,1,2020-06-01 00:00:00 UTC,-27.48,153.04,24.4,14.0,12.7,0.0
Perth,9225,2020,6,1,2020-06-01 00:00:00 UTC,-31.96,115.79,19.8,13.1,10.0,7.4
Adelaide,23000,2020,6,1,2020-06-01 00:00:00 UTC,-34.92,138.6,14.5,9.6,9.4,12.0
Melbourne,86338,2020,6,1,2020-06-01 00:00:00 UTC,-37.83,144.98,11.2,9.3,2.6,5.0
Sydney,66214,2020,5,31,2020-05-31 00:00:00 UTC,-33.86,151.21,22.3,12.8,9.0,0.0
Brisbane,40913,2020,5,31,2020-05-31 00:00:00 UTC,-27.48,153.04,23.9,14.7,10.6,3.4
Perth,9225,2020,5,31,2020-05-31 00:00:00 UTC,-31.96,115.79,20.2,13.1,8.5,1.6
Adelaide,23000,2020,5,31,2020-05-31 00:00:00 UTC,-34.92,138.6,14.9,10.4,7.4,2.8
Melbourne,86338,2020,5,31,2020-05-31 00:00:00 UTC,-37.83,144.98,17.8,12.4,8.0,0.0
Sydney,66214,2020,5,30,2020-05-30 00:00:00 UTC,-33.86,151.21,20.6,10.7,10.7,7.0
Brisbane,40913,2020,5,30,2020-05-30 00:00:00 UTC,-27.48,153.04,24.8,13.6,14.0,0.0
Perth,9225,2020,5,30,2020-05-30 00:00:00 UTC,-31.96,115.79,18.4,10.9,9.0,15.4
Adelaide,23000,2020,5,30,2020-05-30 00:00:00 UTC,-34.92,138.6,19.5,12.5,6.8,0.0
Melbourne,86338,2020,5,30,2020-05-30 00:00:00 UTC,-37.83,144.98,17.1,8.1,9.3,0.0
Sydney,66214,2020,5,29,2020-05-29 00:00:00 UTC,-33.86,151.21,15.7,11.6,5.4,0.0
Brisbane,40913,2020,5,29,2020-05-29 00:00:00 UTC,-27.48,153.04,24.9,15.1,12.5,0.0
Perth,9225,2020,5,29,2020-05-29 00:00:00 UTC,-31.96,115.79,21.5,14.0,7.5,31.0
Adelaide,23000,2020,5,29,2020-05-29 00:00:00 UTC,-34.92,138.6,19.3,7.8,11.1,0.0
Melbourne,86338,2020,5,29,2020-05-29 00:00:00 UTC,-37.83,144.98,17.1,7.2,9.6,0.0
Sydney,66214,2020,5,28,2020-05-28 00:00:00 UTC,-33.86,151.21,22.7,11.1,11.5,0.0
Brisbane,40913,2020,5,28,2020-05-28 00:00:00 UTC,-27.48,153.04,25.4,14.4,10.5,0.0
Perth,9225,2020,5,28,2020-05-28 00:00:00 UTC,-31.96,115.79,21.1,11.7,9.1,3.4
Adelaide,23000,2020,5,28,2020-05-28 00:00:00 UTC,-34.92,138.6,17.0,10.2,8.8,0.6
Melbourne,86338,2020,5,28,2020-05-28 00:00:00 UTC,-37.83,144.98,17.6,12.1,6.7,0.0
Sydney,66214,2020,5,27,2020-05-27 00:00:00 UTC,-33.86,151.21,20.5,11.6,9.8,7.0
Brisbane,40913,2020,5,27,2020-05-27 00:00:00 UTC,-27.48,153.04,25.0,11.1,13.1,0.0
Perth,9225,2020,5,27,2020-05-27 00:00:00 UTC,-31.96,115.79,20.5,10.7,11.2,1.6
Adelaide,23000,2020,5,27,2020-05-27 00:00:00 UTC,-34.92,138.6,17.4,10.8,7.9,0.0
Melbourne,86338,2020,5,27,2020-05-27 00:00:00 UTC,-37.83,144.98,17.1,5.9,7.8,0.0
Sydney,66214,2020,5,26,2020-05-26 00:00:00 UTC,-33.86,151.21,20.0,13.5,7.7,53.4
Brisbane,40913,2020,5,26,2020-05-26 00:00:00 UTC,-27.48,153.04,25.1,10.2,14.6,0.0
Perth,9225,2020,5,26,2020-05-26 00:00:00 UTC,-31.96,115.79,17.2,10.2,8.9,5.0
Adelaide,23000,2020,5,26,2020-05-26 00:00:00 UTC,-34.92,138.6,16.6,8.5,8.0,0.0
Melbourne,86338,2020,5,26,2020-05-26 00:00:00 UTC,-37.83,144.98,18.5,5.4,9.4,0.0
Sydney,66214,2020,5,25,2020-05-25 00:00:00 UTC,-33.86,151.21,15.5,13.3,4.8,0.2
Brisbane,40913,2020,5,25,2020-05-25 00:00:00 UTC,-27.48,153.04,24.7,12.3,14.7,0.0
Perth,9225,2020,5,25,2020-05-25 00:00:00 UTC,-31.96,115.79,17.1,12.5,5.8,21.4
Adelaide,23000,2020,5,25,2020-05-25 00:00:00 UTC,-34.92,138.6,14.7,4.5,10.1,0.0
Melbourne,86338,2020,5,25,2020-05-25 00:00:00 UTC,-37.83,144.98,16.0,5.5,10.0,0.0
Sydney,66214,2020,5,24,2020-05-24 00:00:00 UTC,-33.86,151.21,17.2,13.7,5.1,0.2
Brisbane,40913,2020,5,24,2020-05-24 00:00:00 UTC,-27.48,153.04,20.7,10.4,14.8,0.0
Perth,9225,2020,5,24,2020-05-24 00:00:00 UTC,-31.96,115.79,21.9,14.4,3.8,0.0
Adelaide,23000,2020,5,24,2020-05-24 00:00:00 UTC,-34.92,138.6,14.0,10.3,6.3,0.2
Melbourne,86338,2020,5,24,2020-05-24 00:00:00 UTC,-37.83,144.98,13.8,10.9,7.9,3.0
Sydney,66214,2020,5,23,2020-05-23 00:00:00 UTC,-33.86,151.21,17.7,11.0,7.0,3.0
Brisbane,40913,2020,5,23,2020-05-23 00:00:00 UTC,-27.48,153.04,15.1,11.4,6.1,0.0
Perth,9225,2020,5,23,2020-05-23 00:00:00 UTC,-31.96,115.79,26.5,6.4,12.9,0.0
Adelaide,23000,2020,5,23,2020-05-23 00:00:00 UTC,-34.92,138.6,16.4,9.6,8.0,1.8
Melbourne,86338,2020,5,23,2020-05-23 00:00:00 UTC,-37.83,144.98,13.5,9.4,5.8,0.0
Sydney,66214,2020,5,22,2020-05-22 00:00:00 UTC,-33.86,151.21,15.9,8.9,5.5,25.2
Brisbane,40913,2020,5,22,2020-05-22 00:00:00 UTC,-27.48,153.04,17.9,13.8,12.2,6.6
Perth,9225,2020,5,22,2020-05-22 00:00:00 UTC,-31.96,115.79,24.4,7.1,12.9,0.0
Adelaide,23000,2020,5,22,2020-05-22 00:00:00 UTC,-34.92,138.6,15.9,9.5,6.3,4.8
Melbourne,86338,2020,5,22,2020-05-22 00:00:00 UTC,-37.83,144.98,13.6,9.1,7.8,11.4
Sydney,66214,2020,5,21,2020-05-21 00:00:00 UTC,-33.86,151.21,18.8,14.6,4.5,0.0
Brisbane,40913,2020,5,21,2020-05-21 00:00:00 UTC,-27.48,153.04,21.9,16.6,8.1,0.0
Perth,9225,2020,5,21,2020-05-21 00:00:00 UTC,-31.96,115.79,21.0,4.6,13.0,0.0
Adelaide,23000,2020,5,21,2020-05-21 00:00:00 UTC,-34.92,138.6,14.4,5.9,7.3,7.8
Melbourne,86338,2020,5,21,2020-05-21 00:00:00 UTC,-37.83,144.98,13.7,9.4,6.6,12.4
Sydney,66214,2020,5,20,2020-05-20 00:00:00 UTC,-33.86,151.21,24.5,13.1,11.3,0.0
Brisbane,40913,2020,5,20,2020-05-20 00:00:00 UTC,-27.48,153.04,23.2,16.0,8.0,0.0
Perth,9225,2020,5,20,2020-05-20 00:00:00 UTC,-31.96,115.79,19.4,5.0,13.1,0.0
Adelaide,23000,2020,5,20,2020-05-20 00:00:00 UTC,-34.92,138.6,15.4,11.7,6.2,2.8
Melbourne,86338,2020,5,20,2020-05-20 00:00:00 UTC,-37.83,144.98,15.8,10.3,7.8,15.6
Sydney,66214,2020,5,19,2020-05-19 00:00:00 UTC,-33.86,151.21,21.4,13.7,11.8,1.0
Brisbane,40913,2020,5,19,2020-05-19 00:00:00 UTC,-27.48,153.04,24.4,14.1,13.5,0.2
Perth,9225,2020,5,19,2020-05-19 00:00:00 UTC,-31.96,115.79,19.0,4.6,13.2,0.0
Adelaide,23000,2020,5,19,2020-05-19 00:00:00 UTC,-34.92,138.6,22.2,14.8,9.0,0.0
Melbourne,86338,2020,5,19,2020-05-19 00:00:00 UTC,-37.83,144.98,17.7,8.1,4.9,0.0
Sydney,66214,2020,5,18,2020-05-18 00:00:00 UTC,-33.86,151.21,21.0,11.3,8.0,1.2
Brisbane,40913,2020,5,18,2020-05-18 00:00:00 UTC,-27.48,153.04,24.6,15.6,11.0,0.4
